"category","hist_proj","year","use_cat","fund_type","amount"
"Durable_Medical_Equipment","Historical",1986,"Y","total_health_insurance",2236
"Durable_Medical_Equipment","Historical",1987,"Y","total_health_insurance",2573
"Durable_Medical_Equipment","Historical",1988,"Y","total_health_insurance",2966
"Durable_Medical_Equipment","Historical",1989,"Y","total_health_insurance",3383
"Durable_Medical_Equipment","Historical",1990,"Y","total_health_insurance",3906
"Durable_Medical_Equipment","Historical",1991,"Y","total_health_insurance",4143
"Durable_Medical_Equipment","Historical",1992,"Y","total_health_insurance",4590
"Durable_Medical_Equipment","Historical",1993,"Y","total_health_insurance",5108
"Durable_Medical_Equipment","Historical",1994,"Y","total_health_insurance",5688
"Durable_Medical_Equipment","Historical",1995,"Y","total_health_insurance",6426
"Durable_Medical_Equipment","Historical",1996,"Y","total_health_insurance",7036
"Durable_Medical_Equipment","Historical",1997,"Y","total_health_insurance",7712
"Durable_Medical_Equipment","Historical",1998,"Y","total_health_insurance",7975
"Durable_Medical_Equipment","Historical",1999,"Y","total_health_insurance",8565
"Durable_Medical_Equipment","Historical",2000,"Y","total_health_insurance",9562
"Durable_Medical_Equipment","Historical",2001,"Y","total_health_insurance",10554
"Durable_Medical_Equipment","Historical",2002,"Y","total_health_insurance",11966
"Durable_Medical_Equipment","Historical",2003,"Y","total_health_insurance",13053
"Durable_Medical_Equipment","Historical",2004,"Y","total_health_insurance",13897
"Durable_Medical_Equipment","Historical",2005,"Y","total_health_insurance",15017
"Durable_Medical_Equipment","Historical",2006,"Y","total_health_insurance",16403
"Durable_Medical_Equipment","Historical",2007,"Y","total_health_insurance",17578
"Durable_Medical_Equipment","Historical",2008,"Y","total_health_insurance",18674
"Durable_Medical_Equipment","Historical",2009,"Y","total_health_insurance",18957
"Durable_Medical_Equipment","Historical",2010,"Y","total_health_insurance",19578
"Durable_Medical_Equipment","Historical",2011,"Y","total_health_insurance",20120
"Durable_Medical_Equipment","Historical",2012,"Y","total_health_insurance",20858
"Durable_Medical_Equipment","Historical",2013,"Y","total_health_insurance",21251
"Durable_Medical_Equipment","Historical",2014,"Y","total_health_insurance",22935
"Durable_Medical_Equipment","Historical",2015,"Y","total_health_insurance",24483
"Durable_Medical_Equipment","Historical",2016,"Y","total_health_insurance",25236
"Durable_Medical_Equipment","Projected",2017,"Y","total_health_insurance",26115
"Durable_Medical_Equipment","Projected",2018,"Y","total_health_insurance",27868
"Durable_Medical_Equipment","Projected",2019,"Y","total_health_insurance",30010
"Durable_Medical_Equipment","Projected",2020,"Y","total_health_insurance",32187
"Durable_Medical_Equipment","Projected",2021,"Y","total_health_insurance",34609
"Durable_Medical_Equipment","Projected",2022,"Y","total_health_insurance",37222
"Durable_Medical_Equipment","Projected",2023,"Y","total_health_insurance",39935
"Durable_Medical_Equipment","Projected",2024,"Y","total_health_insurance",42794
"Durable_Medical_Equipment","Projected",2025,"Y","total_health_insurance",45656
"Durable_Medical_Equipment","Projected",2026,"Y","total_health_insurance",49032
"Nursing_Home_Care","Historical",1960,"Y","total_health_insurance",0
"Nursing_Home_Care","Historical",1961,"Y","total_health_insurance",0
"Nursing_Home_Care","Historical",1962,"Y","total_health_insurance",0
"Nursing_Home_Care","Historical",1963,"Y","total_health_insurance",0
"Nursing_Home_Care","Historical",1964,"Y","total_health_insurance",0
"Nursing_Home_Care","Historical",1965,"Y","total_health_insurance",9
"Nursing_Home_Care","Historical",1966,"Y","total_health_insurance",225
"Nursing_Home_Care","Historical",1967,"Y","total_health_insurance",852
"Nursing_Home_Care","Historical",1968,"Y","total_health_insurance",990
"Nursing_Home_Care","Historical",1969,"Y","total_health_insurance",1038
"Nursing_Home_Care","Historical",1970,"Y","total_health_insurance",1151
"Nursing_Home_Care","Historical",1971,"Y","total_health_insurance",1583
"Nursing_Home_Care","Historical",1972,"Y","total_health_insurance",2336
"Nursing_Home_Care","Historical",1973,"Y","total_health_insurance",2648
"Nursing_Home_Care","Historical",1974,"Y","total_health_insurance",3520
"Nursing_Home_Care","Historical",1975,"Y","total_health_insurance",4244
"Nursing_Home_Care","Historical",1976,"Y","total_health_insurance",4669
"Nursing_Home_Care","Historical",1977,"Y","total_health_insurance",5216
"Nursing_Home_Care","Historical",1978,"Y","total_health_insurance",6079
"Nursing_Home_Care","Historical",1979,"Y","total_health_insurance",7056
"Nursing_Home_Care","Historical",1980,"Y","total_health_insurance",7918
"Nursing_Home_Care","Historical",1981,"Y","total_health_insurance",9147
"Nursing_Home_Care","Historical",1982,"Y","total_health_insurance",9791
"Nursing_Home_Care","Historical",1983,"Y","total_health_insurance",10668
"Nursing_Home_Care","Historical",1984,"Y","total_health_insurance",11814
"Nursing_Home_Care","Historical",1985,"Y","total_health_insurance",12811
"Nursing_Home_Care","Historical",1986,"Y","total_health_insurance",14053
"Nursing_Home_Care","Historical",1987,"Y","total_health_insurance",15599
"Nursing_Home_Care","Historical",1988,"Y","total_health_insurance",16802
"Nursing_Home_Care","Historical",1989,"Y","total_health_insurance",19834
"Nursing_Home_Care","Historical",1990,"Y","total_health_insurance",21913
"Nursing_Home_Care","Historical",1991,"Y","total_health_insurance",25608
"Nursing_Home_Care","Historical",1992,"Y","total_health_insurance",28686
"Nursing_Home_Care","Historical",1993,"Y","total_health_insurance",31360
"Nursing_Home_Care","Historical",1994,"Y","total_health_insurance",35206
"Nursing_Home_Care","Historical",1995,"Y","total_health_insurance",38218
"Nursing_Home_Care","Historical",1996,"Y","total_health_insurance",43449
"Nursing_Home_Care","Historical",1997,"Y","total_health_insurance",46359
"Nursing_Home_Care","Historical",1998,"Y","total_health_insurance",47789
"Nursing_Home_Care","Historical",1999,"Y","total_health_insurance",48089
"Nursing_Home_Care","Historical",2000,"Y","total_health_insurance",52044
"Nursing_Home_Care","Historical",2001,"Y","total_health_insurance",57690
"Nursing_Home_Care","Historical",2002,"Y","total_health_insurance",60949
"Nursing_Home_Care","Historical",2003,"Y","total_health_insurance",63631
"Nursing_Home_Care","Historical",2004,"Y","total_health_insurance",67430
"Nursing_Home_Care","Historical",2005,"Y","total_health_insurance",71796
"Nursing_Home_Care","Historical",2006,"Y","total_health_insurance",74727
"Nursing_Home_Care","Historical",2007,"Y","total_health_insurance",79189
"Nursing_Home_Care","Historical",2008,"Y","total_health_insurance",84603
"Nursing_Home_Care","Historical",2009,"Y","total_health_insurance",89409
"Nursing_Home_Care","Historical",2010,"Y","total_health_insurance",93373
"Nursing_Home_Care","Historical",2011,"Y","total_health_insurance",98669
"Nursing_Home_Care","Historical",2012,"Y","total_health_insurance",97682
"Nursing_Home_Care","Historical",2013,"Y","total_health_insurance",98983
"Nursing_Home_Care","Historical",2014,"Y","total_health_insurance",101651
"Nursing_Home_Care","Historical",2015,"Y","total_health_insurance",105537
"Nursing_Home_Care","Historical",2016,"Y","total_health_insurance",107333
"Nursing_Home_Care","Projected",2017,"Y","total_health_insurance",110437
"Nursing_Home_Care","Projected",2018,"Y","total_health_insurance",115456
"Nursing_Home_Care","Projected",2019,"Y","total_health_insurance",121330
"Nursing_Home_Care","Projected",2020,"Y","total_health_insurance",128359
"Nursing_Home_Care","Projected",2021,"Y","total_health_insurance",136086
"Nursing_Home_Care","Projected",2022,"Y","total_health_insurance",144244
"Nursing_Home_Care","Projected",2023,"Y","total_health_insurance",152815
"Nursing_Home_Care","Projected",2024,"Y","total_health_insurance",161780
"Nursing_Home_Care","Projected",2025,"Y","total_health_insurance",170784
"Nursing_Home_Care","Projected",2026,"Y","total_health_insurance",182074
"Other_Health_Residential_and_Personal_Care","Historical",1960,"Y","total_health_insurance",84
"Other_Health_Residential_and_Personal_Care","Historical",1961,"Y","total_health_insurance",89
"Other_Health_Residential_and_Personal_Care","Historical",1962,"Y","total_health_insurance",98
"Other_Health_Residential_and_Personal_Care","Historical",1963,"Y","total_health_insurance",106
"Other_Health_Residential_and_Personal_Care","Historical",1964,"Y","total_health_insurance",119
"Other_Health_Residential_and_Personal_Care","Historical",1965,"Y","total_health_insurance",131
"Other_Health_Residential_and_Personal_Care","Historical",1966,"Y","total_health_insurance",161
"Other_Health_Residential_and_Personal_Care","Historical",1967,"Y","total_health_insurance",204
"Other_Health_Residential_and_Personal_Care","Historical",1968,"Y","total_health_insurance",271
"Other_Health_Residential_and_Personal_Care","Historical",1969,"Y","total_health_insurance",336
"Other_Health_Residential_and_Personal_Care","Historical",1970,"Y","total_health_insurance",341
"Other_Health_Residential_and_Personal_Care","Historical",1971,"Y","total_health_insurance",326
"Other_Health_Residential_and_Personal_Care","Historical",1972,"Y","total_health_insurance",431
"Other_Health_Residential_and_Personal_Care","Historical",1973,"Y","total_health_insurance",595
"Other_Health_Residential_and_Personal_Care","Historical",1974,"Y","total_health_insurance",774
"Other_Health_Residential_and_Personal_Care","Historical",1975,"Y","total_health_insurance",1075
"Other_Health_Residential_and_Personal_Care","Historical",1976,"Y","total_health_insurance",1432
"Other_Health_Residential_and_Personal_Care","Historical",1977,"Y","total_health_insurance",2007
"Other_Health_Residential_and_Personal_Care","Historical",1978,"Y","total_health_insurance",2656
"Other_Health_Residential_and_Personal_Care","Historical",1979,"Y","total_health_insurance",3375
"Other_Health_Residential_and_Personal_Care","Historical",1980,"Y","total_health_insurance",4320
"Other_Health_Residential_and_Personal_Care","Historical",1981,"Y","total_health_insurance",4749
"Other_Health_Residential_and_Personal_Care","Historical",1982,"Y","total_health_insurance",5411
"Other_Health_Residential_and_Personal_Care","Historical",1983,"Y","total_health_insurance",6177
"Other_Health_Residential_and_Personal_Care","Historical",1984,"Y","total_health_insurance",6546
"Other_Health_Residential_and_Personal_Care","Historical",1985,"Y","total_health_insurance",7276
"Other_Health_Residential_and_Personal_Care","Historical",1986,"Y","total_health_insurance",8082
"Other_Health_Residential_and_Personal_Care","Historical",1987,"Y","total_health_insurance",8819
"Other_Health_Residential_and_Personal_Care","Historical",1988,"Y","total_health_insurance",9864
"Other_Health_Residential_and_Personal_Care","Historical",1989,"Y","total_health_insurance",11596
"Other_Health_Residential_and_Personal_Care","Historical",1990,"Y","total_health_insurance",13221
"Other_Health_Residential_and_Personal_Care","Historical",1991,"Y","total_health_insurance",15953
"Other_Health_Residential_and_Personal_Care","Historical",1992,"Y","total_health_insurance",17668
"Other_Health_Residential_and_Personal_Care","Historical",1993,"Y","total_health_insurance",20512
"Other_Health_Residential_and_Personal_Care","Historical",1994,"Y","total_health_insurance",23337
"Other_Health_Residential_and_Personal_Care","Historical",1995,"Y","total_health_insurance",26312
"Other_Health_Residential_and_Personal_Care","Historical",1996,"Y","total_health_insurance",29199
"Other_Health_Residential_and_Personal_Care","Historical",1997,"Y","total_health_insurance",31680
"Other_Health_Residential_and_Personal_Care","Historical",1998,"Y","total_health_insurance",33569
"Other_Health_Residential_and_Personal_Care","Historical",1999,"Y","total_health_insurance",35840
"Other_Health_Residential_and_Personal_Care","Historical",2000,"Y","total_health_insurance",38626
"Other_Health_Residential_and_Personal_Care","Historical",2001,"Y","total_health_insurance",42639
"Other_Health_Residential_and_Personal_Care","Historical",2002,"Y","total_health_insurance",47671
"Other_Health_Residential_and_Personal_Care","Historical",2003,"Y","total_health_insurance",51617
"Other_Health_Residential_and_Personal_Care","Historical",2004,"Y","total_health_insurance",56640
"Other_Health_Residential_and_Personal_Care","Historical",2005,"Y","total_health_insurance",60535
"Other_Health_Residential_and_Personal_Care","Historical",2006,"Y","total_health_insurance",64813
"Other_Health_Residential_and_Personal_Care","Historical",2007,"Y","total_health_insurance",69650
"Other_Health_Residential_and_Personal_Care","Historical",2008,"Y","total_health_insurance",73266
"Other_Health_Residential_and_Personal_Care","Historical",2009,"Y","total_health_insurance",80261
"Other_Health_Residential_and_Personal_Care","Historical",2010,"Y","total_health_insurance",85098
"Other_Health_Residential_and_Personal_Care","Historical",2011,"Y","total_health_insurance",87359
"Other_Health_Residential_and_Personal_Care","Historical",2012,"Y","total_health_insurance",92606
"Other_Health_Residential_and_Personal_Care","Historical",2013,"Y","total_health_insurance",96751
"Other_Health_Residential_and_Personal_Care","Historical",2014,"Y","total_health_insurance",101840
"Other_Health_Residential_and_Personal_Care","Historical",2015,"Y","total_health_insurance",112730
"Other_Health_Residential_and_Personal_Care","Historical",2016,"Y","total_health_insurance",119227
"Other_Health_Residential_and_Personal_Care","Projected",2017,"Y","total_health_insurance",123165
"Other_Health_Residential_and_Personal_Care","Projected",2018,"Y","total_health_insurance",130876
"Other_Health_Residential_and_Personal_Care","Projected",2019,"Y","total_health_insurance",137765
"Other_Health_Residential_and_Personal_Care","Projected",2020,"Y","total_health_insurance",145842
"Other_Health_Residential_and_Personal_Care","Projected",2021,"Y","total_health_insurance",154379
"Other_Health_Residential_and_Personal_Care","Projected",2022,"Y","total_health_insurance",163113
"Other_Health_Residential_and_Personal_Care","Projected",2023,"Y","total_health_insurance",172146
"Other_Health_Residential_and_Personal_Care","Projected",2024,"Y","total_health_insurance",181669
"Other_Health_Residential_and_Personal_Care","Projected",2025,"Y","total_health_insurance",191423
"Other_Health_Residential_and_Personal_Care","Projected",2026,"Y","total_health_insurance",201800
"Government_Administration","Historical",1960,"N","total_health_insurance",12
"Government_Administration","Historical",1961,"N","total_health_insurance",12
"Government_Administration","Historical",1962,"N","total_health_insurance",13
"Government_Administration","Historical",1963,"N","total_health_insurance",13
"Government_Administration","Historical",1964,"N","total_health_insurance",13
"Government_Administration","Historical",1965,"N","total_health_insurance",13
"Government_Administration","Historical",1966,"N","total_health_insurance",184
"Government_Administration","Historical",1967,"N","total_health_insurance",329
"Government_Administration","Historical",1968,"N","total_health_insurance",460
"Government_Administration","Historical",1969,"N","total_health_insurance",522
"Government_Administration","Historical",1970,"N","total_health_insurance",672
"Government_Administration","Historical",1971,"N","total_health_insurance",721
"Government_Administration","Historical",1972,"N","total_health_insurance",849
"Government_Administration","Historical",1973,"N","total_health_insurance",1000
"Government_Administration","Historical",1974,"N","total_health_insurance",1209
"Government_Administration","Historical",1975,"N","total_health_insurance",1381
"Government_Administration","Historical",1976,"N","total_health_insurance",1692
"Government_Administration","Historical",1977,"N","total_health_insurance",1750
"Government_Administration","Historical",1978,"N","total_health_insurance",2120
"Government_Administration","Historical",1979,"N","total_health_insurance",2282
"Government_Administration","Historical",1980,"N","total_health_insurance",2529
"Government_Administration","Historical",1981,"N","total_health_insurance",2892
"Government_Administration","Historical",1982,"N","total_health_insurance",2953
"Government_Administration","Historical",1983,"N","total_health_insurance",3280
"Government_Administration","Historical",1984,"N","total_health_insurance",3659
"Government_Administration","Historical",1985,"N","total_health_insurance",4129
"Government_Administration","Historical",1986,"N","total_health_insurance",4286
"Government_Administration","Historical",1987,"N","total_health_insurance",4543
"Government_Administration","Historical",1988,"N","total_health_insurance",5178
"Government_Administration","Historical",1989,"N","total_health_insurance",5763
"Government_Administration","Historical",1990,"N","total_health_insurance",6347
"Government_Administration","Historical",1991,"N","total_health_insurance",6957
"Government_Administration","Historical",1992,"N","total_health_insurance",7531
"Government_Administration","Historical",1993,"N","total_health_insurance",8266
"Government_Administration","Historical",1994,"N","total_health_insurance",10001
"Government_Administration","Historical",1995,"N","total_health_insurance",10764
"Government_Administration","Historical",1996,"N","total_health_insurance",9841
"Government_Administration","Historical",1997,"N","total_health_insurance",11314
"Government_Administration","Historical",1998,"N","total_health_insurance",12477
"Government_Administration","Historical",1999,"N","total_health_insurance",13839
"Government_Administration","Historical",2000,"N","total_health_insurance",15880
"Government_Administration","Historical",2001,"N","total_health_insurance",17283
"Government_Administration","Historical",2002,"N","total_health_insurance",19289
"Government_Administration","Historical",2003,"N","total_health_insurance",20968
"Government_Administration","Historical",2004,"N","total_health_insurance",22643
"Government_Administration","Historical",2005,"N","total_health_insurance",24180
"Government_Administration","Historical",2006,"N","total_health_insurance",25554
"Government_Administration","Historical",2007,"N","total_health_insurance",26618
"Government_Administration","Historical",2008,"N","total_health_insurance",27570
"Government_Administration","Historical",2009,"N","total_health_insurance",28518
"Government_Administration","Historical",2010,"N","total_health_insurance",29187
"Government_Administration","Historical",2011,"N","total_health_insurance",31110
"Government_Administration","Historical",2012,"N","total_health_insurance",31527
"Government_Administration","Historical",2013,"N","total_health_insurance",32562
"Government_Administration","Historical",2014,"N","total_health_insurance",36075
"Government_Administration","Historical",2015,"N","total_health_insurance",37724
"Government_Administration","Historical",2016,"N","total_health_insurance",39582
"Government_Administration","Projected",2017,"N","total_health_insurance",40574
"Government_Administration","Projected",2018,"N","total_health_insurance",43183
"Government_Administration","Projected",2019,"N","total_health_insurance",47646
"Government_Administration","Projected",2020,"N","total_health_insurance",48703
"Government_Administration","Projected",2021,"N","total_health_insurance",51843
"Government_Administration","Projected",2022,"N","total_health_insurance",55118
"Government_Administration","Projected",2023,"N","total_health_insurance",58612
"Government_Administration","Projected",2024,"N","total_health_insurance",62373
"Government_Administration","Projected",2025,"N","total_health_insurance",66569
"Government_Administration","Projected",2026,"N","total_health_insurance",71705
"Net_Cost_of_Health_Insurance","Historical",1960,"N","total_health_insurance",852
"Net_Cost_of_Health_Insurance","Historical",1961,"N","total_health_insurance",931
"Net_Cost_of_Health_Insurance","Historical",1962,"N","total_health_insurance",1020
"Net_Cost_of_Health_Insurance","Historical",1963,"N","total_health_insurance",1051
"Net_Cost_of_Health_Insurance","Historical",1964,"N","total_health_insurance",1152
"Net_Cost_of_Health_Insurance","Historical",1965,"N","total_health_insurance",1355
"Net_Cost_of_Health_Insurance","Historical",1966,"N","total_health_insurance",1443
"Net_Cost_of_Health_Insurance","Historical",1967,"N","total_health_insurance",1391
"Net_Cost_of_Health_Insurance","Historical",1968,"N","total_health_insurance",1641
"Net_Cost_of_Health_Insurance","Historical",1969,"N","total_health_insurance",1361
"Net_Cost_of_Health_Insurance","Historical",1970,"N","total_health_insurance",1442
"Net_Cost_of_Health_Insurance","Historical",1971,"N","total_health_insurance",2021
"Net_Cost_of_Health_Insurance","Historical",1972,"N","total_health_insurance",2973
"Net_Cost_of_Health_Insurance","Historical",1973,"N","total_health_insurance",3200
"Net_Cost_of_Health_Insurance","Historical",1974,"N","total_health_insurance",2638
"Net_Cost_of_Health_Insurance","Historical",1975,"N","total_health_insurance",2852
"Net_Cost_of_Health_Insurance","Historical",1976,"N","total_health_insurance",4321
"Net_Cost_of_Health_Insurance","Historical",1977,"N","total_health_insurance",6775
"Net_Cost_of_Health_Insurance","Historical",1978,"N","total_health_insurance",7936
"Net_Cost_of_Health_Insurance","Historical",1979,"N","total_health_insurance",8219
"Net_Cost_of_Health_Insurance","Historical",1980,"N","total_health_insurance",7703
"Net_Cost_of_Health_Insurance","Historical",1981,"N","total_health_insurance",9266
"Net_Cost_of_Health_Insurance","Historical",1982,"N","total_health_insurance",11321
"Net_Cost_of_Health_Insurance","Historical",1983,"N","total_health_insurance",13363
"Net_Cost_of_Health_Insurance","Historical",1984,"N","total_health_insurance",18460
"Net_Cost_of_Health_Insurance","Historical",1985,"N","total_health_insurance",19419
"Net_Cost_of_Health_Insurance","Historical",1986,"N","total_health_insurance",16456
"Net_Cost_of_Health_Insurance","Historical",1987,"N","total_health_insurance",14131
"Net_Cost_of_Health_Insurance","Historical",1988,"N","total_health_insurance",18961
"Net_Cost_of_Health_Insurance","Historical",1989,"N","total_health_insurance",26004
"Net_Cost_of_Health_Insurance","Historical",1990,"N","total_health_insurance",29830
"Net_Cost_of_Health_Insurance","Historical",1991,"N","total_health_insurance",30323
"Net_Cost_of_Health_Insurance","Historical",1992,"N","total_health_insurance",32256
"Net_Cost_of_Health_Insurance","Historical",1993,"N","total_health_insurance",39566
"Net_Cost_of_Health_Insurance","Historical",1994,"N","total_health_insurance",40545
"Net_Cost_of_Health_Insurance","Historical",1995,"N","total_health_insurance",41277
"Net_Cost_of_Health_Insurance","Historical",1996,"N","total_health_insurance",44118
"Net_Cost_of_Health_Insurance","Historical",1997,"N","total_health_insurance",44200
"Net_Cost_of_Health_Insurance","Historical",1998,"N","total_health_insurance",45790
"Net_Cost_of_Health_Insurance","Historical",1999,"N","total_health_insurance",51982
"Net_Cost_of_Health_Insurance","Historical",2000,"N","total_health_insurance",59313
"Net_Cost_of_Health_Insurance","Historical",2001,"N","total_health_insurance",65368
"Net_Cost_of_Health_Insurance","Historical",2002,"N","total_health_insurance",82685
"Net_Cost_of_Health_Insurance","Historical",2003,"N","total_health_insurance",97980
"Net_Cost_of_Health_Insurance","Historical",2004,"N","total_health_insurance",104831
"Net_Cost_of_Health_Insurance","Historical",2005,"N","total_health_insurance",111132
"Net_Cost_of_Health_Insurance","Historical",2006,"N","total_health_insurance",124119
"Net_Cost_of_Health_Insurance","Historical",2007,"N","total_health_insurance",130906
"Net_Cost_of_Health_Insurance","Historical",2008,"N","total_health_insurance",129982
"Net_Cost_of_Health_Insurance","Historical",2009,"N","total_health_insurance",130967
"Net_Cost_of_Health_Insurance","Historical",2010,"N","total_health_insurance",146759
"Net_Cost_of_Health_Insurance","Historical",2011,"N","total_health_insurance",151444
"Net_Cost_of_Health_Insurance","Historical",2012,"N","total_health_insurance",155538
"Net_Cost_of_Health_Insurance","Historical",2013,"N","total_health_insurance",162531
"Net_Cost_of_Health_Insurance","Historical",2014,"N","total_health_insurance",182905
"Net_Cost_of_Health_Insurance","Historical",2015,"N","total_health_insurance",193596
"Net_Cost_of_Health_Insurance","Historical",2016,"N","total_health_insurance",203391
"Net_Cost_of_Health_Insurance","Projected",2017,"N","total_health_insurance",222628
"Net_Cost_of_Health_Insurance","Projected",2018,"N","total_health_insurance",240601
"Net_Cost_of_Health_Insurance","Projected",2019,"N","total_health_insurance",244718
"Net_Cost_of_Health_Insurance","Projected",2020,"N","total_health_insurance",271570
"Net_Cost_of_Health_Insurance","Projected",2021,"N","total_health_insurance",287582
"Net_Cost_of_Health_Insurance","Projected",2022,"N","total_health_insurance",304399
"Net_Cost_of_Health_Insurance","Projected",2023,"N","total_health_insurance",323130
"Net_Cost_of_Health_Insurance","Projected",2024,"N","total_health_insurance",343136
"Net_Cost_of_Health_Insurance","Projected",2025,"N","total_health_insurance",363417
"Net_Cost_of_Health_Insurance","Projected",2026,"N","total_health_insurance",386063
"Public_Health_Activity","Historical",1960,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1961,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1962,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1963,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1964,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1965,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1966,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1967,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1968,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1969,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1970,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1971,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1972,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1973,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1974,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1975,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1976,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1977,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1978,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1979,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1980,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1981,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1982,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1983,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1984,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1985,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1986,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1987,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1988,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1989,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1990,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1991,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1992,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1993,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1994,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1995,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1996,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1997,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1998,"N","total_health_insurance",0
"Public_Health_Activity","Historical",1999,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2000,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2001,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2002,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2003,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2004,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2005,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2006,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2007,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2008,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2009,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2010,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2011,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2012,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2013,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2014,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2015,"N","total_health_insurance",0
"Public_Health_Activity","Historical",2016,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2017,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2018,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2019,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2020,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2021,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2022,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2023,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2024,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2025,"N","total_health_insurance",0
"Public_Health_Activity","Projected",2026,"N","total_health_insurance",0
"Research","Historical",1960,"N","total_health_insurance",0
"Research","Historical",1961,"N","total_health_insurance",0
"Research","Historical",1962,"N","total_health_insurance",0
"Research","Historical",1963,"N","total_health_insurance",0
"Research","Historical",1964,"N","total_health_insurance",0
"Research","Historical",1965,"N","total_health_insurance",0
"Research","Historical",1966,"N","total_health_insurance",0
"Research","Historical",1967,"N","total_health_insurance",0
"Research","Historical",1968,"N","total_health_insurance",0
"Research","Historical",1969,"N","total_health_insurance",0
"Research","Historical",1970,"N","total_health_insurance",0
"Research","Historical",1971,"N","total_health_insurance",0
"Research","Historical",1972,"N","total_health_insurance",0
"Research","Historical",1973,"N","total_health_insurance",0
"Research","Historical",1974,"N","total_health_insurance",0
"Research","Historical",1975,"N","total_health_insurance",0
"Research","Historical",1976,"N","total_health_insurance",0
"Research","Historical",1977,"N","total_health_insurance",0
"Research","Historical",1978,"N","total_health_insurance",0
"Research","Historical",1979,"N","total_health_insurance",0
"Research","Historical",1980,"N","total_health_insurance",0
"Research","Historical",1981,"N","total_health_insurance",0
"Research","Historical",1982,"N","total_health_insurance",0
"Research","Historical",1983,"N","total_health_insurance",0
"Research","Historical",1984,"N","total_health_insurance",0
"Research","Historical",1985,"N","total_health_insurance",0
"Research","Historical",1986,"N","total_health_insurance",0
"Research","Historical",1987,"N","total_health_insurance",0
"Research","Historical",1988,"N","total_health_insurance",0
"Research","Historical",1989,"N","total_health_insurance",0
"Research","Historical",1990,"N","total_health_insurance",0
"Research","Historical",1991,"N","total_health_insurance",0
"Research","Historical",1992,"N","total_health_insurance",0
